id,ad,kategori,malzemeler,hazirlanis,aciklama,duygu_etiketi
-MbO-WTCSyFtBV5ShylY,Portakallı Çikolatalı Pasta Tarifi,Kek,sıvı yağ;yumurta;tereyağı;un;kabartma tozu;kakao;toz şeker;süt;bitter çikolata (yüzde 60 kakao içeren);portakal kabuğu rendesi;sütlü çikolata;tereyağı;kakao;pudra şekeri;krema;ılık süt;,"1.) Şeker ve tereyağını bir kabın içerisine alın. Orta devirde mikser yardımıyla kremamsı bir kıvam alana kadar çırpmaya başlayın.
2.) Ardından içerisine tek tek yumurtayı kırın. Her kırdığınız yumurtanın ardından çırpma işlemine devam edin.
3.) Ardından bu karışımın içerisine sütü ve sıvı yağı ilave edip güzelce karıştırın.
4.) Çikolatayı benmari usulü eritin, oda sıcaklığında bir miktar dinlendirip hafifçe ılıttıktan sonra karışıma ekleyin ve çırpın.
5.) Unu eleyerek kontrollü bir biçimde karışıma ilave edin. Bu aşamada azar azar un ilave edip, spatula yardımıyla karıştırmanızı öneriyoruz. Böylelikle un miktarının fazla ya da az gelmesini önlemiş olursunuz.
6.) Tüm malzemeleri spatula yardımıyla alttan üste doğru yedirerek, un kırıntısı kalmayana kadar karıştırın.
7.) Kakao, vanilya, portakal kabuğu rendesi ve kabartma tozunu ekleyerek iyice karıştırdıktan sonra, yağlanmış ve unlanmış yuvarlak kelepçeli bir kalıba kek harcınızı aktarın.
8.) 180 derecede önceden ısıtılmış fırında yaklaşık 25 dakika kadar pişirin. Pişip pişmediğini kontrol etmek için bir kürdandan yardım alın.
9.) Pişince çıkarıp oda sıcaklığında soğumaya bırakın.
","Yediğinizde tüm gününüzü daha keyifli kılacak, her diliminde lezzete doyacağınız portakallı çikolatalı pasta tarifi. Afiyet olsun.",mutlu eder
-MbO-Wiu_Jtlvoc1plBH,Piramit Pasta Tarifi,Tatlı,pötibör bisküvi;süt;çikolatalı fındıklı puding;muz;fındık;hindistan cevizi;,"1.) Pastayı hazırlayacağınız yüzeye streç filmi serin. Pötibör bisküvileri yatay üç sıra, dikey yedi sıra halinde dizin.
2.) 2 paket pudingi, gerekenden 1 su bardağı eksik sütle hazırlayın (toplamda 1 litre gerekirken 800 mililitre sütle hazırlandı) ve ilk sıcaklığının geçmesini bekleyin.
3.) İlk kata pudingi alın ve bir spatulayla iyice yayın.
4.) İkinci kat bisküvileri, ilk katta olduğu gibi dizin.
5.) İkinci katı da pudingle kaplayın.
6.) Kenar sıralara birer kat daha bisküvi dizin, orta sıraya elinizle düzleştirdiğiniz muzları yerleştirin.
7.) Üçüncü kat bisküvileri ve muzların yanlarını pudingle kaplayın.
8.) Alta serdiğiniz streç filmi yanlardan kaldırarak ortada birleştirin ve bisküvilere piramit şeklini verin. Buzdolabında 2 saat dinlendirin.
9.) Kalan pudingi mikserle iyice çırpın ve dinlendirdiğiniz pastaya sürün.
10.) Hindistan cevizini elinizle hafifçe serperek pastanın dışını kaplayın. Fındıkları üste dizin. Pastayı buzlukta 1-2 saat dinlendirin. Afiyet olsun.
","Piramit pasta tarifi, nostaljik mozaik pasta lezzetinin muzla buluşması desek eksik olmaz. Pudingle hazırlanan bu pratik tarif için sizi mutfağa alalım!",mutlu eder
-MbO-WqFnBDGAlXE7Mwz,Şarlot Pasta Tarifi,Tatlı,yumurta;toz şeker;süt;zeytinyağı;un;kabartma tozu;kakao;tereyağı;un;süt;nişasta;toz şeker;süt;un;kakao;toz şeker;rendelenmiş bitter çikolata;,"1.) Öncelikle keki pişirmelisiniz. Bunun için fırını 180 derecede ısıtın. Sırasıyla yumurta, toz şeker, zeytinyağı ve sütü çırpma kabına alarak karıştırın.
2.) Elenmiş un, kabartma tozu ve kakaoyu ekleyin ve karıştırın. Kek karışımını yağlanmış ve unlanmış fırın kabına dökün.
3.) Hazırladığınız keki önceden ısıtılmış fırına yerleştirin. Kürdan testiyle pişmesini kontrol edin. Kürdan temiz çıktığı zaman keki fırından alın.
4.) Fırından aldığınız keki soğumaya bırakın. Kek oda ısısına geldiğinde mümkün olan en küçük şekilde küp dilimlere bölün. Bunun için önce normal bir şekilde dilimleyin. Sonra o dilimleri tekrar bölün.
5.) Servisinde kullanacağınız kelepçeli kalıbın altına yağlı kağıt serin ve kalıbı kapatın. Küçük kek parçalarını kalıbın içine yerleştirin. Elinizle bastırarak sıkıştırın.
6.) Önce beyaz muhallebiyi hazırlayın. Bunun için süt, nişasta ve toz şekeri ocakta kaynayana kadar karıştırın. Kaynayan muhallebiyi iki dakika daha ocakta tutup, altını kapatın. Muhallebiyi hemen kekin üzerine gezdirin. Bir kaşığın tersiyle bastırarak düzeltin.
7.) Kakaolu pudingin malzemelerini bir tencereye alıp karıştırarak pişirin. Puding kaynayınca iki dakika daha ocakta tutun. Sonra altını kapatıp, beyaz muhallebinin üzerine dökün. Oda ısısına gelmesini bekleyin.
8.) Oda ısısına gelen pastayı, buzdolabında bir gece yaklaşık 10 saat kadar bekletin. Bu süre pastanın kıvamını alması ve rahat kesilmesi için önemli.
9.) Servis sırasında kelepçeli kalıbı açın ve kalıbın yuvarlak bölümünü dikkatlice çıkarın. Üzerine çikolata rendesi serpiştirin. Dilimleyerek servis yapın. Sevdiklerinizle paylaşın.
","Kakaolu kekin, beyaz muhallebi ve kakaolu puding ile birleştiği ev yapımı şarlot pasta tarifi, lezzeti ve kolay yapımı ile kalabalık misafirler için ideal.",mutlu eder
-MbO-XT0OWtVkbgQVPX7,Pratik Yanardağ Pasta Tarifi,Tatlı,kakaolu hazır pandispanya keki;soğuk süt;krem şanti;damla çikolata;muz;kakaolu petibör bisküvi;süt;orman meyveli sos;,"1.) Öncelikle meyve sosunu paketin üzerinde yazdığı gibi hazırlayın ve pişirin. Bir kenarda soğumaya bırakın.
2.) Derince bir kabın içinde 1 paket toz krem şanti ile 1 su bardağı soğuk sütü kıvam alana dek bir el mikseri yardımıyla çırpın.
3.) Petibör bisküvileri elinizle parçalayın ve krem şantinin içerisine karıştırın. Muzu halka halka doğrayın ve onu da içine katın.
4.) Ardından damla çikolataları da ekleyin ve güzelce karıştırın.
5.) Hazır pandispanya kekinin bir tanesini alın ve servis tabağına yerleştirin. Sütle her yerini ıslatın.
6.) Hazırladığınız krem şantili iç kremayı pasta tabanının üstüne kenarlarda boşluk bırakarak bir tepe oluşturacak şekilde yayın.
7.) Diğer pandispanya tabanını 8 eşit parçaya bölün. Ancak 7 parçasını kullanacağız.
8.) Pandispanyadan kestiğiniz her bir üçgen dilimi, diğer pandispanyanın ortasına yığdığınız kremalı karışımın etrafına dizin.
9.) Ortada kalan boşluğa hazırladığınız orman meyve sosunu yavaşça boşaltın. Sos dilimlerin aralarındaki boşluklardan da akacak.
10.) İsterseniz bir kaç saat dolapta beklettikten sonra, isterseniz de hemen servis edin.
","Saatlerce pasta pişirmek için uğraşmaya, dinlenmesini beklemeye son. Karşınızda vakitten kazandıran pratik yanardağ pasta tarifi.",mutlu eder
-MbO-X_PT0jHRC_Y628Z,Pratik Kubbe Pasta Tarifi,Pasta,hazır rulo pasta;toz krem şanti;soğuk süt;labne peyniri;kakao;çikolata kreması;,"1.) Toz krem şantileri bir kabın içerisine aktarın. Üzerine soğuk sütü ilave ederek güzelce çırpın.
2.) Ardından labne peyniri, çikolata kreması ve kakao ilave ederek çırpmaya devam edin. Hazırladığınız karışımın üzerini streç filmle kaplayın ve buzdolabına kaldırın.
3.) Buzdolabında 20 dakika kadar soğutun.
4.) Hazır rulo pastayı orta kalınlıkta dilimleyin. Yuvarlak geniş bir kasenin içerisine streç filmle kaplayın. Ardından dilimlenmiş pastaları tabana ve kenarlara dizin.
5.) Hazırladığınız karışımı pastanın ortasına boşaltın. Üzerine dilimlenmiş rulo pastalarla kaplayın.
6.) Hazırladığınız pastayı buzlukta 2-3 saat kadar dondurun. Ardından çıkarıp bir tabağa ters çevirerek koyun. Üzerindeki streç filmi dikkatli bir şekilde çıkarın ve dilimleyerek servis edin. Afiyetler olsun.
","Yapımı oldukça kolay, lezzeti de nefis mi nefis bir pasta tarifimiz var. Karşınızda pişmeden hazırlanan pratik kubbe pasta tarifi.",mutlu eder
-MbO-Xmm7-Vw9ntFwT_N,Pötibör Bisküvili Pasta Tarifi,Tatlı,pötibör bisküvi;kakaolu petibör bisküvi;süt;toz krem şanti;kakaolu puding;bitter çikolata;antep fıstığı;hindistan cevizi;,"1.) Derin bir tencereye 2 su bardağı sütü alın, üzerine 1 paket kakaolu pudingi boşaltın. Orta ateşte sürekli çırparak, koyulaşana kadar pişirin. Sonrasında bitter çikolata parçalarını ekleyin.
2.) Çikolata eriyene kadar karıştırın. Çikolata eriyince ocaktan alıp, bir kenarda soğuması için dinlendirin. Soğuduktan sonra ise krem şantiyi içine döküp, mikser ile 2-3 dakika çırpın.
3.) Yaklaşık 18 cm’lik kelepçeli kabı, genişçe bir servis tabağının üzerine koyun.
4.) Sade pötibörlerden alarak bir sıra dizin, kakaolu pötibörlere ise hazırladığınız pudingden sürerek, dizmiş olduğunuz sade pötibörlerin arkasına yapıştırın. Bu şekilde tüm çemberi doldurun.
5.) Tamamını doldurduktan sonra bu şekilde buzdolabında 40 dakika kadar dinlendirin.
6.) Tencereye yarım paket kakaolu pudingi alın içerisine 1 su bardağı sütü ekleyin, koyulaşana kadar çırparak pişirin. Ocaktan alın ve ılıması için bir kenarda dinlendirin.
7.) Pastayı dolaptan alın ve kelepçeli kalıbı pastadan yavaşça ayırın. Üzerine hazırlamış olduğunuz pudingden sürün.
8.) Bolca Hindistan cevizi ve Antep fıstığı tozu ile süsledikten sonra dilediğiniz gibi servis edebilirsiniz. Afiyet olsun.
","Özel günlerde sevdiklerinize hızlıca hazırlayıp sunabileceğiniz, pötibör bisküvili pasta tarifimize davetlisiniz. Afiyet olsun.",mutlu eder
-MbO-XuOm5S7IbNmyq5S,Pandispanya Tarifi,Kek,yumurta;sıcak su;mısır nişastası;toz şeker;un;kabartma tozu;,"1.) Yumurtaları ve sıcak suyu mikserde yüksek devirde karıştırın.
2.) Yumurtalar köpürmeye başladığında azar azar şekeri ekleyerek yüksek devirde yaklaşık 8-10 dakika karıştırmaya devam edin.
3.) Yumurtalar tamamen kabarıp açık kremsi bir doku aldığında karıştırmaya son verebilirsiniz.
4.) Ayrı bir kasede un, nişasta ve kabartma tozunu karıştırıp kabaran yumurtaya azar azar ekleyin.
5.) Bu sırada kesinlikle tel çırpıcı kullanmayın, sadece bir spatula yardımıyla karıştırma işlemini gerçekleştirin. Karıştırma işlemini alttan üste doğru dairesel hareketlerle yumrutaları söndürmeden yavaşça yapın.
6.) Kelepçeli kalıbınızın altına bir yağlı kağıt yerleştirin. İçine bir pasta çember yerleştirin. Hazırladığınız pandispanya harcını içerisine aktarın.
7.) 180 derecede önceden ısıtılmış fırında 40-45 dakika pişirin. Pandispanyanın orta kısmı tamamen kabarıp, kızarınca pişmiş demektir. Çıkarıp soğumaya bırakın.
8.) Soğuduktan sonra kesin.
9.) Kestikten sonra dilediğiniz pasta tarifine dönüştürebilirsiniz. Şimdiden ellerinize sağlık!
","Birbirinden lezzetli, binbir çeşit pasta hazırlamaya olanak sağlayan sünger dokulu, yumuşacık bir pandispanya hazırlamak düşündüğünüzden çok daha kolay.",mutlu eder
-MbO-Y2EBGMNMt7FGjsp,Muzlu Kolay Pasta Tarifi,Tatlı,kakaolu bisküvi;muz;süt;toz şeker;un;mısır nişastası;tereyağı;vanilin;,"1.) Öncelikle muhallebisi için gerekli olan sütü bir tencereye alın ve üstüne şekeri ile unu ekleyin. Tel bir çırpıcı yardımı ile güzelce çırpın ve nişastası da ekleyip çırptıktan sonra ocağın altını açın. Yoğunlaşana kadar pişirin.
2.) Sürekli karıştırarak koyulaşana dek pişirin ve iyice koyulaştıktan sonra ocağın altını kapatın ve içine tereyağı ile vanilyayı ekleyin. Tereyağı eriyene dek karıştırın.
3.) Borcama bir sıra kakaolu bisküvileri dizin.
4.) Üstüne sıcak muhallebiyi bir kat dökün.
5.) Üstüne halka halka dilimlediğiniz muzları dizin ve üstüne bir sıra daha bisküvi dizin.
6.) Kalan muhallebiyi de döktükten sonra üstünü düzleştirin ve kalan bisküvileri robottan çekip, pastanızın üstüne serpin. Dilerseniz elinizle de kırabilirsiniz.
7.) Buzdolabında 3 saat kadar beklettikten sonra dilimlenmiş muzlarla servis edin.  Afiyetler olsun.
","Kolay pasta tariflerinden lezzeti hafif, yapımı kolay, görüntüsü de oldukça şık ve hemen yenmeye hazır muzlu kolay pasta tarifi karşınızda!",mutlu eder
-MbO-Y97a8b57WhN8-7S,Çikolatalı Muzlu Rulo Pasta Tarifi,Tatlı,yumurta;toz şeker;kabartma tozu;limon suyu;un;kakao;süt;vanilya çubuğu (bölünmüş ve çekirdekleri sıyrılmış;yumurta sarısı;toz şeker;un;nişasta;muz;ganaj;rendelenmiş beyaz çikolata;,"1.) Derin bir kabın içine tüm yumurtaları kırın.
2.) Üzerine toz şekeri ilave edip güzelce çırpın.
3.) Ardından un ve kakaoyu ekleyerek biraz daha karıştırın. Üzerine kabartma tozu ekleyip, limon suyu sıkın ve karıştırın.
4.) Yağlı kağıt serili fırın tepsisinin üzerine ince bir tabaka halinde olacak şekilde kek harcını aktarın.
5.) 180 derecede 9 dakika kadar pişirin ve çıkarıp oda sıcaklığında dinlenmeye bırakın.
","Mis gibi muz kokusunun, yumuşacık pastacı kreması dokusunu ve pandispanyayı harmanlayan nefis çikolatalı muzlu rulo pasta tarifi.",mutlu eder
-MbO-YY5V2WSQbykZNGb,Halley Bisküvili Pasta Tarifi,Tatlı,halley bisküvi;kuru meyve parçacığı;ince çekilmiş ceviz içi;bitter çikolata;krema;toblerone çikolata;,"1.) Halley bisküvileri küçük parçalar halinde kırın. Geniş bir servis tabağına alın.
2.) Pastanın kreması için; bitter çikolatayı küçük küpler halinde kesin. Çikolatayı, krema ile birlikte aralarda karıştırarak kısık ateşte kaynatın.
3.) Ceviz içi ve kuru meyve parçacıklarını bisküviler ile harmanlayın.
4.) Hazırladığınız eritilmiş çikolatayı, ılındıktan sonra bisküvilerin üzerine gezdirin.
5.) Soğuması için buzdolabında bekletin. Servisi esnasında Toblerone çikolatayı iri parçalar kırın ve pastanın üzerine serpiştirin. Yoğun çikolatalı bu pratik lezzeti sevdiklerinizle paylaşmayı unutmayın.
","Halley bisküvinin enfes lezzetinin tat kattığı sıcak çikolata soslu, ceviz içi ve kuru meyve parçalarının yer aldığı pratik bir Halley pasta hazırlıyoruz.",mutlu eder
-MbO-ZOkp5qbFzjLYDoR,Kedidili Pasta Tarifi,Tatlı,süt;yumurta sarısı;şeker;tereyağı;un;çubuk vanilya (arzuya göre);kedidili bisküvi;çilek;fındık krokan;Bitkisel sıvı krem şanti;,"1.) Krema Hazırlanışı İçin: Yumurta sarıları ve şekeri kendi hacimlerinin iki katına çıkana kadar çırpın. Ardından unu ilave edip, pürüzsüz kıvama gelene kadar tekrar karıştırın.
2.) Sütü orta boy bir tencere ile ocağa alın, vanilya çubuğunu ortadan ikiye ayırın ve içersindeki taneleri sütün içerisine atın.
3.) Süt kenarlardan kaynamaya başlayınca, yumurta ve şekerli karışımın içerisine bir kepçe dökerek karışıkların ısılarını eşitleyin. Daha sonra yumurtalı karışımı ocaktaki süt, vanilya karışımının üzerine hızlıca çırparak ekleyin.
4.) Muhallebi kıvamına gelene kadar çırpın ve kıvama gelince ocaktan alıp tereyağını kremanın içersine atın, çırparak eritin.
5.) Yaptığınız krema soğuyunca, bitkisel krem şanti ile çırparak kremanızı hafifletin.
6.) 18 cm'lik yuvarlak pasta kalıbına önce kenarlardaki kedidillerini dizerek başlayın.
7.) Alt tabana kedidilleriniz dizip kremanızı dökün ve yayın, üzerine çilekleri ve fındık krokanı ekleyin üzerini kedidili ile kapatın. Bu işlemi iki defa tekrarlamanız yetecektir. İşte bu kadar , afiyet olsun!
",Kedidili pasta ile alışılagelmiş pasta görüntüsüne rakip oluyor ve tiramisu ile özdeşleştirdiğimiz kedi dilini pastamızın kahramanı yapıyoruz.,mutlu eder
-MbO-ZVo7ei_MjOaZcq4,Limonlu Cheesecake Tarifi,Tatlı,yulaflı bisküvi;tereyağı;toz şeker;un;yumurta;labne peyniri;krema;limonun suyu;limon kabuğu rendesi;toz şeker;limonun suyu;limon kabuğu rendesi;toz şeker;nişasta;tereyağı;,"1.) Fırını 160 dereceye ayarlayın.
2.) Yaklaşık 24 cm'lik kelepçeli kek kalıbınızı yağlayıp, alt kısmına yağlı kağıt yerleştirin.
3.) Fırın tepsisine su koyacağımız için kalıbın su geçirmemesi için kalıbın dışını alüminyum folyo ile sarın.
4.) Rondoda yulaf bisküvilerini toz haline gelene kadar çekin.
5.) Yulaf bisküvilerini bir kaba aktarın ve üzerine erimiş tereyağı ile toz şekeri ekleyin ve iyice karıştırın.
6.) Karışan bisküvili karışımı kalıba alın ve kenarlarına da gelecek şekilde kaşık yardımıyla düzleyin.
7.) Önceden ısıttığınız fırında 10 dakika pişirip dışarı alın ve fırın ısısını 150 dereceye düşürün.
8.) Bir kasede, labne, un ve toz şekeri düşük devir mikserde veya çırpma teli ile çırpın. Çok fazla hava almamasına dikkat edin.
9.) Ayrı bir kasede limon suyu, krema ve limon kabuğunu karıştırın ve labneli karışımın içerisine ilave edin ve spatula ile karışıma yedirin.
10.) Yumurtaları teker teker karışıma ekleyin.
11.) Yumurtalar karışıma iyice karıştıktan sonra, kelepçeli kalıba bu harcı dökün.
12.) Kelepçeli kalıbın içine oturabileceği bir kalıp ayarlayın ve içerisine 3 parmak olacak şekilde su koyun ve bu şekilde fırına verin.
13.) 70 dakika fırında pişirin.
14.) 70 dakika sonunda fırının kapağını açmadan 15 dakika boyunca bu şekilde bekletin.
15.) 15 dakika sonunda fırının kapağını yarı şekilde açın ve bu şekilde 20 dakika daha bekletin.
16.) Cheesecake'i oda sıcaklığında soğuttuktan sonra buzdolabına koyabilirsiniz.
17.) Limon sosu için nişasta, limon suyu, limon kabuğu rendesi ve toz şekeri ocakta orta ateşte karıştırarak pişirin.
18.) Koyulaştığında ocaktan alın ve tereyağını ekleyip eriyene kadar karıştırın ve soğutun.
19.) Soğuyan cheesecake'in üzerine ilave edin ve bu şekilde de soğumasını bekleyin.
","Limon, en tatlı haliyle karşınızda! Cheesecake ile limon bir araya geliyor ve çay saatlerinin vazgeçilmezi olacak bir tarif ortaya çıkıyor!",mutlu eder
